,,,,,Working-age population (thousands),,,,,,,
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,Rural,2017,2145.2,548.1,1368,,172.1,56.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,Urban,2017,1637.7,611.5,883.6,,93.2,49.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,National,2017,1744.8,692.3,989.5,,29.9,32.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,Rural,2017,994,361.4,592.4,,18.3,21.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,Urban,2017,750.8,330.9,397.1,,11.6,11.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,National,2017,2038.1,467.3,1262.1,,235.3,73.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,Rural,2017,1151.2,186.7,775.6,,153.8,35.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,Urban,2017,886.9,280.6,486.5,,81.5,38.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Total,National,2018,63.2,22.8,34,0.4,5,1.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Total,Rural,2018,46.7,16.2,25.8,0.3,3.6,0.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Total,Urban,2018,16.5,6.6,8.2,0.1,1.3,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Male,National,2018,29.5,11.3,16.4,0.2,1.3,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Male,Rural,2018,22.1,8.3,12.5,0.1,1,0.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Male,Urban,2018,7.4,3.1,4,0,0.2,0.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Female,National,2018,33.7,11.4,17.6,0.2,3.7,0.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Female,Rural,2018,24.5,7.9,13.4,0.2,2.6,0.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,LFS - Labour Force Survey,Female,Urban,2018,9.1,3.5,4.2,0.1,1.1,0.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Tonga,HIES - Household Income and Expenditure Survey,Total,National,2021,64.9,23.3,34.4,0.4,4.7,1.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Total,Rural,2021,50.2,17.7,27.3,0.3,3.6,1.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Total,Urban,2021,14.6,5.6,7.1,0.2,1.1,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Male,National,2021,30,11.3,16.8,0.2,1.1,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Male,Rural,2021,23.3,8.6,13.3,0.1,0.9,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Male,Urban,2021,6.7,2.7,3.5,0.1,0.2,0.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Female,National,2021,34.9,12,17.7,0.2,3.6,1.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Female,Rural,2021,26.9,9.1,14,0.1,2.7,0.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tonga,HIES - Household Income and Expenditure Survey,Female,Urban,2021,8,2.9,3.7,0.1,0.9,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,National,2011,8146.7,3277.9,4413.8,,372.4,78,4.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Rural,2011,2679.5,1092.9,1452.2,,119.5,13.7,1.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Urban,2011,5467.2,2185.1,2961.6,,252.9,64.3,3.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,National,2011,4019.1,1806.6,2147.6,,43.3,18.3,3.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Rural,2011,1283.7,568.9,695.4,,15.2,3.4,0.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Urban,2011,2735.4,1237.7,1452.2,,28.2,14.9,2.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,National,2011,4127.5,1471.4,2266.2,,329.1,59.8,1.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Rural,2011,1395.8,524,756.8,,104.3,10.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Urban,2011,2731.7,947.4,1509.3,,224.8,49.4,0.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,National,2012,8211.7,3348.3,4398.9,,79.5,384.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Rural,2012,2662.1,1115.9,1415.4,,13.9,116.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Urban,2012,5549.6,2232.4,2983.6,,65.5,268.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,National,2012,4056.4,1844.4,2142.6,,19.6,49.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Rural,2012,1258.6,576.3,663,,3.2,16.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Urban,2012,2797.8,1268.1,1479.6,,16.4,33.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,National,2012,4155.4,1504,2256.4,,59.9,335.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Rural,2012,1403.5,539.6,752.4,,10.8,100.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Urban,2012,2751.9,964.4,1504,,49.1,234.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,National,2013,8315.7,3230.4,4587.9,,85.1,412.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Rural,2013,2674.4,1047.9,1486.4,,15.4,124.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Urban,2013,5641.3,2182.5,3101.4,,69.7,287.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,National,2013,4086.4,1780.5,2233.9,,20,51.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Rural,2013,1267.6,542.1,705.6,,3.4,16.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Urban,2013,2818.7,1238.4,1528.3,,16.6,35.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,National,2013,4229.3,1449.8,2354,,65.1,360.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Rural,2013,1406.7,505.8,780.8,,12,108.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Urban,2013,2822.6,944.1,1573.1,,53.1,252.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,National,2015,8480.6,3102.4,4847.8,,84.8,445.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Rural,2015,2709.7,989,1572.2,,15.9,132.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Urban,2015,5770.9,2113.4,3275.6,,69,312.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,National,2015,4172.1,1713.6,2359.5,,24,74.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Rural,2015,1307.4,527.1,752.1,,4.5,23.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Urban,2015,2864.7,1186.5,1607.4,,19.5,51.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,National,2015,4308.5,1388.8,2488.3,,60.9,370.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Rural,2015,1402.3,462,820.1,,11.4,108.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Urban,2015,2906.2,926.9,1668.2,,49.4,261.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter 
-Break in series: Methodology revised"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,National,2016,8581,3155.3,4894.8,,84.8,446.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Rural,2016,2676.5,978.1,1553.3,,15.3,129.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Total,Urban,2016,5904.4,2177.1,3341.4,,69.5,316.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,National,2016,4211.6,1758.7,2359.5,,25.4,68,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Rural,2016,1283.6,523.7,735.5,,3.8,20.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Male,Urban,2016,2928,1235,1624,,21.6,47.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,National,2016,4369.3,1396.6,2535.2,,59.4,378.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
Tunisia,LFS - Enquête Nationale sur la Population et l'Emploi,Female,Rural,2016,1392.9,454.5,817.8,,11.5,109.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Second quarter"
